ID	06h_1	06h_2	06h_3	06h_4	12h_5	12h_6	12h_7	12h_8	18h_9	18h_11	18h_10	24h_13	24h_14	24h_12	48h_15	48h_16	48h_17	48h_18	72h_19	72h_20	72h_21	72h_22	96h_23	96h_24	96h_25	96h_26
O00339	17.08273103638924	18.611756961230675	18.24872997303827	18.75705672902802	18.441279784845047	18.56315655775596	19.545053097911875	18.362922679339675	20.155118632804438	18.958973022271046	18.422123755920907	18.722398044104555	19.75532965996019	17.857987124722797	18.813324318452572	18.078375622527982	18.01889884088915	18.857442517009982	18.346305779037337	18.935205430835282	20.58360860310914	19.34989281915529	18.93644058194132	19.1103205020607	19.23896313555342	19.677360441669403
O00401	21.31126031172969	21.12911353968293	21.447367113363875	21.336213978105018	20.79712336259217	21.315834438221536	21.041784013267424	21.200109715786223	20.863127142797865	21.532161903792602	21.186860768832	21.353794513714025	20.68165622596317	21.448384865893516	20.728169441703212	20.11466079770272	21.235471752858864	16.97350767453761	21.006129346692905	20.65606711110518	21.132398489659742	21.455877306181183	21.451342093382785	18.53452591223673	20.06067018946868	21.274936885929225
O00429	22.715726706737296	22.74362538796215	22.77612483192727	22.613650617028338	22.694096598241316	22.845543126404554	22.534203927450704	23.002722979908523	22.407678716813358	22.755491455613637	22.89793527128264	22.732589973545537	22.482142004363933	22.746781721430796	22.731682284357316	22.380834552741767	24.076353055527075	22.460292232261466	22.586974340801962	21.680074051507713	21.370004292466714	22.19473787958775	21.730589189138442	22.174048651042714	22.442212794585863	22.08127746650738
O00461	21.107930613119542	21.280113777626994	19.627793929104868	20.06371552640102	20.458759089574883	19.174763964125702	20.586207850992825	21.49342711776295	18.59821274787283	19.450603715475573	20.923757006772213	21.90840047150932	21.024575209875174	21.840898755930027	19.231469035354998	20.087823601408953	19.81579861321653	20.166270086994547	21.20351126497963	20.338310371217847	22.080712712637627	20.980395718445006	20.94139716649584	20.290144850056187	20.41036770632893	20.651574124569457
O00468	21.890045065225145	22.782097122089752	20.9217987645564	22.31648883392216	21.912595392796554	21.432961499409146	22.540664795500838	21.93767722451556	22.663669294828324	21.620160345314066	22.006719524418358	21.26739636779656	23.45602967000251	22.320373271915606	22.497080207260005	22.33422269928935	22.423838312139747	22.18745631020343	21.751783097091728	22.975459940432597	23.660701629703	23.2700150324969	22.983125644054027	22.565191646466964	23.32642393348688	23.997303621810385
O00476	24.347393298315133	23.687084664133835	25.518819851775362	23.016683447854344	25.433533063090824	23.99055585091498	22.756821726748726	25.47698841381573	22.329719818708362	23.799434851346373	22.6139006066332	24.69860824301798	21.97147437098031	23.556789589527515	22.53271501727253	19.865269571444866	24.418130877685478	22.20245103710181	24.044529731874782	22.487299803072027	20.42358366028317	20.75265090451641	22.65002922477951	21.657725129297145	21.85072001905371	21.60110481436302
O00479	23.154133718279603	24.868822293467545	20.731490947071066	21.563529601585135	21.85226060087463	20.010646679920228	22.49927147575422	22.77881193207302	22.766790949024713	22.39585134450688	21.63412452319581	22.82492092774337	24.583570332977164	24.909942577709742	19.997740986523254	22.830169833058747	22.13409736007033	22.19759237834929	25.069958918675145	19.626192075750314	25.08390828412832	24.935938258433648	24.854921794155437	23.068392011988866	23.350293150557892	23.7110892911745
O00483	26.369765905760026	25.508496437041806	26.01692844966741	26.210468851404745	26.056465631253285	25.977423140805165	24.686880886413697	25.916340180122432	24.63317465671863	25.401447812201177	25.346430622751548	25.4698808985286	24.43402825154644	25.786392426568057	26.134218552221498	24.383088761458627	25.218199910750226	24.702294529173802	24.87990545881797	25.32971712642355	24.268334919497022	24.462552948758805	24.609188328272097	23.67721409648707	24.076992359634428	22.426207897542145
O00499	22.91303497339971	23.540617238253905	22.611686528419618	22.13820260866437	22.7864999149516	22.46026463067375	22.474197808475246	22.684660514243912	21.726880545284665	21.794816816036946	22.806211847276977	22.019812949375858	22.109454317906415	22.198758667182027	22.60267378168632	22.258753925744937	22.587353011958424	20.684276834652657	22.38919333710966	22.673737365264444	22.80458677053486	22.6792198797005	23.4774783865913	22.36733930492018	20.86137911473709	21.86304974444288
O00515	22.647864326616343	22.977755612817123	24.117686168404475	22.49761038968233	23.33470743106592	22.88231404391248	21.477330674879227	23.2453558522661	20.38561676825028	23.257563207199333	22.739973772493315	21.87997651297355	22.120780027267955	22.866424042144637	21.97679439266033	20.29700202241866	21.867666521004423	21.179810612563486	22.309065804358276	21.65147465737795	22.03498985962943	21.981368307877243	22.460265353301878	20.498099648551516	20.94407254054722	20.899762450741378
O00533	18.29558750641185	18.95729471225607	20.867432211832934	21.23269984366251	21.439193850157586	20.655041564309137	20.082809563682268	19.60294896577138	21.490074382210928	20.52437226919655	21.303295789511488	20.176303863271418	21.802952808557105	20.408572949830088	20.603727545758794	22.571760347860977	20.64650095693984	21.51216581400143	20.62407705499634	22.099577808267497	20.875434637192413	20.848434742420732	20.54658566832309	21.521346535348794	21.555081478504718	21.388014270957775
O00560	18.782076256257703	20.241760162357355	18.047997997864286	18.69929296711586	19.856413590744136	20.498577783125327	19.947376635268547	19.356843375533952	20.856517936489098	20.680249995172044	19.395152428678912	19.652979990327058	20.97107644074291	18.108845693972107	18.9332201290731	19.65614193152079	17.955730385096317	19.811243912051857	20.976869047880946	23.70409275948303	18.567420486746567	19.588122751896393	20.43771800128821	18.553256060639768	19.597856919401657	19.445437642669386
O00567	23.19893121151278	23.3145086211641	22.989568961086817	22.444913873163905	22.169589673649725	22.493196247489614	21.376466714037768	22.616510367413078	22.272431991248325	22.76907166717788	23.415202976273754	21.401434323346685	23.087932496183523	23.119698063849853	22.631601187146117	21.675828743616382	22.59157062989197	22.330020111158298	22.338516478114833	22.37211507930637	23.097733709858446	23.147050992491494	23.936253516355364	22.451221560887237	22.439018962546747	23.015728463631458
O00584	22.878460816161507	24.584975970725132	23.246293448749086	22.600910607806718	21.978680421048132	21.600290291977956	21.20623770334575	22.39131097921982	21.64302829948256	22.417381208167143	23.15968506111585	21.828344286918394	18.913711688516994	22.62530458704194	22.280993448434906	19.777330135341714	20.767848625419205	22.749876115871263	21.12900310804118	22.155631365962137	22.000228878956218	22.654194624750918	22.403701383611747	21.287178147347376	20.500912776740144	21.906692723905334
O00592	24.350678563092792	25.171990628077722	25.199712852718207	24.980336064282888	24.612648411626925	25.31125321705283	22.20723484213879	25.050763127492417	23.235132890281534	24.116417869121523	25.46895128628549	24.05386675986974	23.510715062545895	24.230291915152357	24.715161621722864	23.279234041897737	24.523589282856605	21.339673620095038	24.46985689329835	24.16577601833819	24.467517895185967	23.876158668736835	24.18135711471816	21.77238510096756	22.286071990646477	21.91066869256235
O00748	20.48687231787708	21.685149442036913	20.3456321777728	21.323234805291165	20.43925306459704	21.317662028403063	21.901378483928802	21.098004779199055	20.830996973473923	20.38757002258506	21.413036187889823	20.710015526639445	21.629047442805867	20.555282332287625	21.4732004767029	20.233012861915512	22.27339743030658	20.398678912723764	20.93600931400692	21.223755107377148	20.046043672578236	20.87985465446398	20.885439779982732	20.75736377689958	20.822607388543744	20.806747457959485
O14497	19.99841230593821	20.36079545177658	21.782856716450404	19.72527710188422	20.4250748101819	20.568053458120822	20.33939578490707	21.53329607340707	20.09025255961879	20.03531672084623	20.588979351911377	19.34059143846419	20.167595794957403	20.13647067630639	20.108180192007794	20.08094927942354	20.23453939616996	20.03534525421152	20.314816810173777	20.130725258034477	20.356895722610616	20.31541327323116	20.45432441224203	20.10311740643798	20.114856877043884	20.172119223528558
O14548	20.88236432026975	20.770670970680115	21.554429288783034	21.296627439756683	22.209727957612213	21.92931489057308	20.692709350259634	21.369482931754177	20.753401295557808	22.409382488286962	20.706992493021446	20.69054353729529	19.751687080051088	21.483784314151436	21.216640881845272	20.815096870233315	20.969023495142498	21.054023482886567	21.62890887595746	21.54032176853156	20.9505536737152	21.082541262503486	21.016265884837303	20.77897473276252	20.746360624963827	20.774913703026094
O14558	21.137518619620714	21.282048994328758	20.926379611987365	21.503869988162226	21.89102936734845	22.48197187776249	22.33631364031376	20.726065159189236	23.3705943454922	22.85723090110477	22.95057293634636	23.584284247991874	22.336181218710696	22.636185954622825	21.871307518540334	23.053149421817107	22.044139443007236	22.080175962496817	22.521786186734182	22.848365453325794	23.546561949818187	22.657067649216614	22.86853266153947	22.855337827922106	22.456178718060684	23.045532896922822
O14561	23.729830974615446	21.346559630395788	24.6412018698351	24.506212090627905	23.327140252168874	23.1785470640327	23.894830064491707	21.31316045387315	22.943276699708903	24.300021703585394	22.8306975959066	22.640125180829706	22.192355278007803	24.93318255038372	23.45955345754288	23.262190554746688	24.2848135679485	23.17958736989758	24.520461843650622	23.881247486441083	25.02274437121512	25.1137460784608	24.996616385189384	22.650326777023572	22.544409240925496	24.00824411358914
O14617	19.618300174039668	20.715459345547192	20.85849191087786	20.34823129285459	19.623738867086544	20.257557009395548	19.842314031778088	20.24852396950923	19.432838346061608	17.62844210117279	20.057905574629928	19.804590806050435	20.996127024563986	19.200879256351676	20.19143686197654	20.09902880977293	20.233233284697093	20.001066925545945	19.28855592166883	20.399937270291403	20.699490102913625	20.260876651640125	20.442324466170383	20.105592770219204	20.196780931458978	20.368581993976793
